FID,BIORE_102,BIORE_103,BIORE_114,BIORE_116,BIORE_117,BIORE_118,BIORE_119,BIORE_121,BIORE_13,BIORE_132,BIORE_142,BIORE_147,BIORE_15,BIORE_16,BIORE_23,BIORE_26,BIORE_27,BIORE_29,BIORE_3,BIORE_4,geometry
78.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16406268.089502424 -2151152.7059512907, 16414130.949237416 -2146757.089261881, 16421870.443388611 -2151366.645222747, 16421750.963391049 -2160378.500809636, 16413883.830649782 -2164780.600121527, 16406140.45111501 -2160164.352898582, 16406268.089502424 -2151152.7059512907))"
79.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16421870.443388611 -2151366.645222747, 16429729.417439481 -2146963.8645881233, 16437473.171810616 -2151566.457630474, 16437361.850790827 -2160578.50809267, 16429498.616232846 -2164987.7789640697, 16421750.963391049 -2160378.500809636, 16421870.443388611 -2151366.645222747))"
80.0,,,,,,,,82186904.6665028,,,,,,,,,19080490.3269272,,,,"POLYGON ((16437473.171810616 -2151566.457630474, 16445328.247110333 -2147156.519451188, 16453076.24920045 -2151752.142259374, 16452973.087706234 -2160764.3738291017, 16445113.764420414 -2165180.8098112713, 16437361.850790827 -2160578.50809267, 16437473.171810616 -2151566.457630474))"
81.0,,,,,,,,180713689.448184,,,,,,,,,6911309.5273882,,,,"POLYGON ((16453076.24920045 -2151752.142259374, 16460927.412700258 -2147335.052969947, 16468679.649986694 -2151923.6982589667, 16468584.648525726 -2160936.097165219, 16460729.24958254 -2165359.6917752977, 16452973.087706234 -2160764.3738291017, 16453076.24920045 -2151752.142259374))"
82.0,,,,,,,,185341669.369154,,,,,,,,,2283553.42079252,,,,"POLYGON ((16468679.649986694 -2151923.6982589667, 16476526.888656257 -2147499.4643277717, 16484283.348594746 -2152081.124843383, 16484196.507634563 -2161093.6773121734, 16476345.046085946 -2165524.424033297, 16468584.648525726 -2160936.097165219, 16468679.649986694 -2151923.6982589667))"
83.0,,,,,,,,171532523.381051,,,,,,,,,16092903.902713,,,,"POLYGON ((16484283.348594746 -2152081.124843383, 16492126.649422258 -2147649.7527725594, 16499887.319447072 -2152224.421291417, 16499808.639415072 -2161237.113546012, 16491961.128294302 -2165675.005827442, 16484196.507634563 -2161093.6773121734, 16484283.348594746 -2152081.124843383))"
84.0,,,,,,,,178122665.167512,,,,,,,,,9208837.38589891,,,294109.928209625,"POLYGON ((16499887.319447072 -2152224.421291417, 16507726.669439409 -2147785.9176167413, 16515491.536963463 -2152353.5869465396, 16515421.018246895 -2161366.405207713, 16507577.47056845 -2165811.4364649253, 16499808.639415072 -2161237.113546012, 16499887.319447072 -2152224.421291417))"
85.0,,,,,,,,34830321.9297135,,,144407.271612719,,,,,,597081.630717158,,,3360837.81840247,"POLYGON ((16515491.536963463 -2152353.5869465396, 16523326.923146298 -2147907.9582373113, 16531095.975561284 -2152468.621216912, 16531033.618507233 -2161481.551703184, 16523194.047266675 -2165933.715317999, 16515421.018246895 -2161366.405207713, 16515491.536963463 -2152353.5869465396))"
86.0,,,,,,,4933835.34829164,,,,,47227735.4514142,,,,,,,,,"POLYGON ((16273961.862071576 -2135257.622760796, 16281850.963453552 -2130925.93365693, 16289547.788968949 -2135591.108109629, 16289359.281173464 -2144594.676973021, 16281465.808529545 -2148932.7557929945, 16273765.21525822 -2144260.867755886, 16273961.862071576 -2135257.622760796))"
87.0,,,,,,,182695073.842246,,,,,4905114.93945825,,2401.88696526177,,,,,,,"POLYGON ((16289547.788968949 -2135591.108109629, 16297433.122125736 -2131252.213071015, 16305134.30616693 -2135910.497480412, 16304953.93831487 -2144914.376554407, 16297064.246176315 -2149259.6692881742, 16289359.281173464 -2144594.676973021, 16289547.788968949 -2135591.108109629))"
88.0,,,25756319.2767033,,,,125177089.893961,,,,,,,,,,,1080950.28397951,,,"POLYGON ((16305134.30616693 -2135910.497480412, 16313015.857912727 -2131564.402585248, 16320721.388196701 -2136215.789418502, 16320549.161173735 -2145219.965039876, 16312663.262749128 -2149572.4655624866, 16304953.93831487 -2144914.376554407, 16305134.30616693 -2135910.497480412))"
89.0,,,,,,,22167488.1747488,,,,,,,,,,,,,,"POLYGON ((16320721.388196701 -2136215.789418502, 16328599.145362822 -2131862.5007796525, 16336309.009583902 -2136506.9825332044, 16336144.924235798 -2145511.4410334416, 16328262.832716485 -2149871.143185135, 16320549.161173735 -2145219.965039876, 16320721.388196701 -2136215.789418502))"
90.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16336309.009583902 -2136506.9825332044, 16344182.959018918 -2132146.506298097, 16351897.144848885 -2136784.075497812, 16351741.201981489 -2145788.8032033616, 16343862.930541456 -2150155.7007896597, 16336144.924235798 -2145511.4410334416, 16336309.009583902 -2136506.9825332044))"
91.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16351897.144848885 -2136784.075497812, 16359767.273418732 -2132416.4178483384, 16367485.768506955 -2137047.067049649, 16367337.968886182 -2146052.050282153, 16359463.530681912 -2150426.1370739834, 16351741.201981489 -2145788.8032033616, 16351897.144848885 -2136784.075497812))"
92.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16367485.768506955 -2137047.067049649, 16375352.063095085 -2132672.234202064, 16383074.855068626 -2137295.9559901054, 16382935.199420445 -2146301.1810666565, 16375064.607590798 -2150682.4508004286, 16367337.968886182 -2146052.050282153, 16367485.768506955 -2137047.067049649))"
93.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16383074.855068626 -2137295.9559901054, 16390937.302576128 -2132913.9541949164, 16398664.379039856 -2137530.7411846705, 16398532.868050287 -2146536.1944180485, 16390666.135716364 -2150924.640795779, 16382935.199420445 -2146301.1810666565, 16383074.855068626 -2137295.9559901054))"
94.0,,,,,,,,16912542.3226476,,,,,,,,,,,,,"POLYGON ((16398664.379039856 -2137530.7411846705, 16406522.966385597 -2133141.5767265386, 16414254.314922329 -2137751.421562969, 16414130.949237416 -2146757.089261881, 16406268.089502424 -2151152.7059512907, 16398532.868050287 -2146536.1944180485, 16398664.379039856 -2137530.7411846705))"
95.0,,,,,,,,1519214.37232454,,,,,,,,,,,,,"POLYGON ((16414254.314922329 -2137751.421562969, 16422109.029043067 -2133355.1007606084, 16429844.637213664 -2137957.996118794, 16429729.417439481 -2146963.8645881233, 16421870.443388611 -2151366.645222747, 16414130.949237416 -2146757.089261881, 16414254.314922329 -2137751.421562969))"
96.0,,,,,,,,68433681.3357947,,,,,,,,,32554184.2924279,,,,"POLYGON ((16429844.637213664 -2137957.996118794, 16437695.4650642 -2133554.525324853, 16445435.320407704 -2138150.4639101354, 16445328.247110333 -2147156.519451188, 16437473.171810616 -2151566.457630474, 16429729.417439481 -2146963.8645881233, 16429844.637213664 -2137957.996118794))"
97.0,,,,,,,,140947535.056211,,,,,,,,,46658591.0667127,,,,"POLYGON ((16445435.320407704 -2138150.4639101354, 16453282.248960989 -2133739.849511097, 16461026.338994734 -2138328.8240592056, 16460927.412700258 -2147335.052969947, 16453076.24920045 -2151752.142259374, 16445328.247110333 -2147156.519451188, 16445435.320407704 -2138150.4639101354))"
98.0,,,,,,,,153186242.300228,,,,,,,,,34420126.2521311,,,,"POLYGON ((16461026.338994734 -2138328.8240592056, 16468869.35524202 -2133911.0724752806, 16476617.667461747 -2138493.0757524683, 16476526.888656257 -2147499.4643277717, 16468679.649986694 -2151923.6982589667, 16460927.412700258 -2147335.052969947, 16461026.338994734 -2138328.8240592056))"
99.0,,,,,,,,177507075.169257,,,,,,,,,7500631.84979587,,,2598883.89245224,"POLYGON ((16476617.667461747 -2138493.0757524683, 16484456.758412706 -2134068.193437485, 16492209.280292705 -2138643.2182406643, 16492126.649422258 -2147649.7527725594, 16484283.348594746 -2152081.124843383, 16476526.888656257 -2147499.4643277717, 16476617.667461747 -2138493.0757524683))"
100.0,,,,,,,,143974390.716584,,,41475721.9980732,,,,,,,,,2156680.51159414,"POLYGON ((16492209.280292705 -2138643.2182406643, 16500044.432975547 -2134211.2116819564, 16507801.15196876 -2138779.250838833, 16507726.669439409 -2147785.9176167413, 16499887.319447072 -2152224.421291417, 16492126.649422258 -2147649.7527725594, 16492209.280292705 -2138643.2182406643))"
101.0,,,,,,,,54548630.6385406,,,132189034.008659,,,,,,,,,809209.24067935,"POLYGON ((16507801.151968762 -2138779.250838833, 16515632.353430388 -2134340.1265571225, 16523393.256968535 -2138901.172926324, 16523326.923146298 -2147907.9582373113, 16515491.536963463 -2152353.5869465396, 16507726.669439409 -2147785.9176167413, 16507801.151968762 -2138779.250838833))"
102.0,,,,,,,103046879.840994,,,,,57818879.509513,,380905.757289076,,,,,,,"POLYGON ((16282043.239477381 -2121928.555423954, 16289924.21456655 -2117596.0279090027, 16297617.271391949 -2122254.5193500733, 16297433.122125736 -2131252.213071015, 16289547.788968949 -2135591.108109629, 16281850.963453552 -2130925.93365693, 16282043.239477381 -2121928.555423954))"
103.0,,,48766979.5607062,,,,137481273.733482,,,,,,,284108.261373262,,,,1050860.33852358,,,"POLYGON ((16297617.271391949 -2122254.5193500733, 16305494.477333251 -2117914.7998953587, 16313191.879518535 -2122566.406969974, 16313015.857912727 -2131564.402585248, 16305134.30616693 -2135910.497480412, 16297433.122125736 -2131252.213071015, 16297617.271391949 -2122254.5193500733))"
104.0,,,147090382.302159,,,,,,,,,,,,,,,15185179.4069136,,,"POLYGON ((16313191.879518535 -2122566.406969974, 16321065.303165942 -2118219.5016417555, 16328767.038445218 -2122864.2168690567, 16328599.145362822 -2131862.5007796525, 16320721.388196701 -2136215.789418502, 16313015.857912727 -2131564.402585248, 16313191.879518535 -2122566.406969974))"
105.0,,,8525804.80034976,,,,,,,,,,,,,,,1584215.21310824,,,"POLYGON ((16328767.038445218 -2122864.2168690567, 16336636.666669825 -2118510.131768022, 16344342.72275467 -2123147.947696326, 16344182.959018918 -2132146.506298097, 16336309.009583902 -2136506.9825332044, 16328599.145362822 -2131862.5007796525, 16328767.038445218 -2122864.2168690567))"
106.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16344342.72275467 -2123147.947696326, 16352208.542444833 -2118786.6889574747, 16359918.907024419 -2123417.5981644406, 16359767.273418732 -2132416.4178483384, 16351897.144848885 -2136784.075497812, 16344182.959018918 -2132146.506298097, 16344342.72275467 -2123147.947696326))"
107.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16359918.907024419 -2123417.5981644406, 16367780.905085888 -2119049.17195699, 16375495.565827096 -2123673.167049726, 16375352.063095085 -2132672.234202064, 16367485.768506955 -2137047.067049649, 16359767.273418732 -2132416.4178483384, 16359918.907024419 -2123417.5981644406))"
108.0,,,,,,,,73360553.159024,,,,,,,,,,,,,"POLYGON ((16375495.565827096 -2123673.167049726, 16383353.72918314 -2119297.579577014, 16391072.673730675 -2123914.6531922454, 16390937.302576128 -2132913.9541949164, 16383074.855068626 -2137295.9559901054, 16375352.063095085 -2132672.234202064, 16375495.565827096 -2123673.167049726))"
109.0,,,,,,,,164005862.364605,,,,,,,,,5044360.33471555,,,,"POLYGON ((16391072.673730675 -2123914.6531922454, 16398926.989322213 -2119531.9106916185, 16406650.20529873 -2124142.0554958084, 16406522.966385597 -2133141.5767265386, 16398664.379039856 -2137530.7411846705, 16390937.302576128 -2132913.9541949164, 16391072.673730675 -2123914.6531922454))"
110.0,,,,,,,,177063150.581618,,,,,,,,,2262851.17044607,,,,"POLYGON ((16406650.20529873 -2124142.0554958084, 16414500.66008447 -2119752.1642385204, 16422228.135090685 -2124355.3729280126, 16422109.029043067 -2133355.1007606084, 16414254.314922329 -2137751.421562969, 16406522.966385597 -2133141.5767265386, 16406650.20529873 -2124142.0554958084))"
111.0,,,,,,,,159375796.123071,,,,,,,,,15800350.7080117,,,,"POLYGON ((16422228.135090685 -2124355.3729280126, 16430074.71604724 -2119958.3392191175, 16437806.437662056 -2124554.604520277, 16437695.4650642 -2133554.525324853, 16429844.637213664 -2137957.996118794, 16422109.029043067 -2133355.1007606084, 16422228.135090685 -2124355.3729280126))"
112.0,,,,,,,,147275396.109215,,,,,,,,,40311123.9593139,,,,"POLYGON ((16437806.437662056 -2124554.604520277, 16445649.131784087 -2120150.434698531, 16453385.087564707 -2124739.7493678587, 16453282.248960989 -2133739.849511097, 16445435.320407704 -2138150.4639101354, 16437695.4650642 -2133554.525324853, 16437806.437662056 -2124554.604520277))"
113.0,,,,,,,,173874044.452632,,,,,,,,,8331454.56089897,,,5381282.81286533,"POLYGON ((16453385.087564707 -2124739.7493678587, 16461223.881865043 -2120328.4498055973, 16468964.059347095 -2124910.8066298957, 16468869.35524202 -2133911.0724752806, 16461026.338994734 -2138328.8240592056, 16453282.248960989 -2133739.849511097, 16453385.087564707 -2124739.7493678587))"
114.0,,,,,,,,155543991.102783,,,29811960.936851,,,,,,228515.56524763,,,2002555.16148019,"POLYGON ((16468964.059347095 -2124910.8066298957, 16476798.940856865 -2120492.3837329443, 16484543.327554522 -2125067.775529427, 16484456.758412706 -2134068.193437485, 16476617.667461747 -2138493.0757524683, 16468869.35524202 -2133911.0724752806, 16468964.059347095 -2124910.8066298957))"
115.0,,,,,,,,43147409.4903644,,,143985969.262179,,,,,,,,,453864.162521378,"POLYGON ((16484543.327554522 -2125067.775529427, 16492374.283323282 -2120642.2357369713, 16500122.866729382 -2125210.655353404, 16500044.432975547 -2134211.2116819564, 16492209.280292705 -2138643.2182406643, 16484456.758412706 -2134068.193437485, 16484543.327554522 -2125067.775529427))"
116.0,,,,,,,,,,,120543748.827781,,,,,,,,,,"POLYGON ((16500122.866729382 -2125210.655353404, 16507949.883825244 -2120778.0051379, 16515702.651411412 -2125339.445452731, 16515632.353430388 -2134340.1265571225, 16507801.15196876 -2138779.250838833, 16500044.432975547 -2134211.2116819564, 16500122.866729382 -2125210.655353404))"
117.0,,,,,,,,,,,7854646.91690704,,,,,,,,,,"POLYGON ((16515702.651411412 -2125339.445452731, 16523525.716921175 -2120899.6913197706, 16531282.656137943 -2125454.145242263, 16531220.494274648 -2134454.937475622, 16523393.256968535 -2138901.172926324, 16515632.353430388 -2134340.1265571225, 16515702.651411412 -2125339.445452731))"
118.0,,,,,,,,,,,,9399994.02063394,,,,,,,,,"POLYGON ((16274550.572266927 -2108271.957701214, 16282427.190219617 -2103945.767655673, 16290112.132983778 -2108604.4777797055, 16289924.21456655 -2117596.0279090027, 16282043.239477381 -2121928.555423954, 16274354.54025512 -2117263.1871263394, 16274550.572266927 -2108271.957701214))"
119.0,,,4257058.95995665,,,,156372577.867756,,,,,26647606.767463,,132506.144871064,,,,,,,"POLYGON ((16290112.132983778 -2108604.4777797055, 16297984.994012024 -2104271.10369559, 16305674.281236114 -2108922.9425861915, 16305494.477333251 -2117914.7998953587, 16297617.271391949 -2122254.5193500733, 16289924.21456655 -2117596.0279090027, 16290112.132983778 -2108604.4777797055))"
120.0,,,120197939.119313,,,,600958.074150205,,,,,,,,,,,12301291.6649097,,,"POLYGON ((16305674.281236114 -2108922.9425861915, 16313543.372216532 -2104582.3904834692, 16321236.991674304 -2109227.350682504, 16321065.303165942 -2118219.5016417555, 16313191.879518535 -2122566.406969974, 16305494.477333251 -2117914.7998953587, 16305674.281236114 -2108922.9425861915))"
121.0,,,3566927.62582183,,,,,,,,,,,,,,,,,,"POLYGON ((16321236.991674304 -2109227.350682504, 16329102.299500497 -2104879.6266154065, 16336800.238943195 -2109517.700693689, 16336636.666669825 -2118510.131768022, 16328767.038445218 -2122864.2168690567, 16321065.303165942 -2118219.5016417555, 16321236.991674304 -2109227.350682504))"
122.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16336800.238943195 -2109517.700693689, 16344661.750525933 -2105162.8107506284, 16352363.997682398 -2109793.9913080563, 16352208.542444833 -2118786.6889574747, 16344342.72275467 -2123147.947696326, 16336636.666669825 -2118510.131768022, 16336800.238943195 -2109517.700693689))"
123.0,,,,,,,,54500099.4800766,,,,,,,,,1869469.26612693,,,,"POLYGON ((16352363.997682398 -2109793.9913080563, 16360221.699949706 -2105431.9416115177, 16367928.242526513 -2110056.221277227, 16367780.905085888 -2119049.17195699, 16359918.907024419 -2123417.5981644406, 16352208.542444833 -2118786.6889574747, 16352363.997682398 -2109793.9913080563))"
124.0,,,,,,,,149898481.744324,,,,,,,,,20220480.1011579,,,,"POLYGON ((16367928.242526513 -2110056.221277227, 16375782.122423831 -2105687.0179836713, 16383492.948105386 -2110304.389416159, 16383353.72918314 -2119297.579577014, 16375495.565827096 -2123673.167049726, 16367780.905085888 -2119049.17195699, 16367928.242526513 -2110056.221277227))"
125.0,,,,,,,,186636210.128011,,,,,,,,,928996.259110268,,,,"POLYGON ((16383492.948105386 -2110304.389416159, 16391342.992595684 -2105928.0387159106, 16399058.089044351 -2110538.4946031836, 16398926.989322213 -2119531.9106916185, 16391072.673730675 -2123914.6531922454, 16383353.72918314 -2119297.579577014, 16383492.948105386 -2110304.389416159))"
126.0,,,,,,,,169268525.67678,,,,,,,,,18297027.387504,,,,"POLYGON ((16399058.089044351 -2110538.4946031836, 16406904.28510826 -2106155.0027203425, 16414623.639964482 -2110758.535780044, 16414500.66008447 -2119752.1642385204, 16406650.20529873 -2124142.0554958084, 16398926.989322213 -2119531.9106916185, 16399058.089044351 -2110538.4946031836))"
127.0,,,,,,,,163617586.196553,,,,,,,,,23948291.8841172,,,,"POLYGON ((16414623.639964482 -2110758.535780044, 16422465.974600436 -2106367.908972368, 16430189.575482843 -2110964.5119519243, 16430074.71604724 -2119958.3392191175, 16422228.135090685 -2124355.3729280126, 16414500.66008447 -2119752.1642385204, 16414623.639964482 -2110758.535780044))"
128.0,,,,,,,,179537311.372393,,,,,,,,,8028870.09852764,,,,"POLYGON ((16430189.575482843 -2110964.5119519243, 16438028.035707187 -2106566.7565107336, 16445755.870212728 -2111156.42218748, 16445649.131784087 -2120150.434698531, 16437806.437662056 -2124554.604520277, 16430074.71604724 -2119958.3392191175, 16430189.575482843 -2110964.5119519243))"
129.0,,,,,,,,112471917.608504,,,74705632.3676922,,,,,,,,,388913.291228823,"POLYGON ((16445755.870212728 -2111156.42218748, 16453590.443059867 -2106751.544437543, 16461322.498763923 -2111334.2656188603, 16461223.881865043 -2120328.4498055973, 16453385.087564707 -2124739.7493678587, 16445649.131784087 -2120150.434698531, 16445755.870212728 -2111156.42218748))"
130.0,,,,,,,,30884345.7637324,,,156075547.033714,,,,,,,,,606830.702636234,"POLYGON ((16461322.498763923 -2111334.2656188603, 16469153.171286432 -2106922.271918291, 16476889.435742937 -2111498.041441739, 16476798.940856865 -2120492.3837329443, 16468964.059347095 -2124910.8066298957, 16461223.881865043 -2120328.4498055973, 16461322.498763923 -2111334.2656188603))"
131.0,,,,,,,,,,,143391145.117191,,,,,,,,,,"POLYGON ((16476889.435742937 -2111498.041441739, 16484716.195011707 -2107078.93818189, 16492456.655753264 -2111647.748915345, 16492374.283323282 -2120642.2357369713, 16484543.327554522 -2125067.775529427, 16476798.940856865 -2120492.3837329443, 16476889.435742937 -2111498.041441739))"
132.0,,,,,,,,,,,24768688.7942954,,,,,,,,,,"POLYGON ((16492456.655753264 -2111647.748915345, 16500279.488857621 -2107221.5425206893, 16508024.133395625 -2111783.387362465, 16507949.883825244 -2120778.0051379, 16500122.866729382 -2125210.655353404, 16492374.283323282 -2120642.2357369713, 16492456.655753264 -2111647.748915345))"
133.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16508024.133395625 -2111783.387362465, 16515843.027443456 -2107350.0842904975, 16523591.843268223 -2111904.9561694846, 16523525.716921175 -2120899.6913197706, 16515702.651411412 -2125339.445452731, 16507949.883825244 -2120778.0051379, 16508024.133395625 -2111783.387362465))"
